Tweet ID,Time of Tweet,User ID,Text
1589044787508051968,2022-11-05 23:59:35+00:00,1577279246141214723,RT @BTCTN: #Goldman Sachs has launched a new classification system to help investors analyze #crypto markets. #cryptocurrency #coinmetrics…
1589044735586754562,2022-11-05 23:59:22+00:00,1571524295418855424,"2021 1 oz platinum tree of life

#silver #silverstacker #silverstacking  #silverbar #silverbars #coin #coins #coincollectors #silvercoin #silvercoins #silvereagle #silvercollector #bullion #silverbullion #finesilver #gold https://t.co/C2NlaLYNOH"
1589044649553022978,2022-11-05 23:59:02+00:00,49309789,Art Deco #Vintage #Wedding Band Ring 14K #Gold https://t.co/CGEmS0TTWg #ecochic #Jewelry
1589044453100384257,2022-11-05 23:58:15+00:00,1566892731317846016,"https://t.co/ulHBvCqsG3

Paired: Silver vs. Gold

#silver #gold #pairs"
1589044442895245312,2022-11-05 23:58:12+00:00,50807935,RT @GlobalProTrader: Central Banks Are Quietly Buying #Gold At The Fastest Pace In 55 Years https://t.co/n5pxjfQDeh
1589044247814344704,2022-11-05 23:57:26+00:00,2192321463,RT @BTCTN: #Goldman Sachs has launched a new classification system to help investors analyze #crypto markets. #cryptocurrency #coinmetrics…
1589044052502405120,2022-11-05 23:56:39+00:00,1483225866280656896,"37. Looking at /GC (#Gold Future), it has interesting Oct price action. It tested Sep low and didn't violate, but RSI did not confirm new low (bullish reversal). It's still traded within downtrend channel and need to break 50MA(yellow) for upside resistance

#StockMarket https://t.co/AX7HU8Y9Vv"
1589044024270553089,2022-11-05 23:56:33+00:00,1575755728815804419,RT @BTCTN: #Goldman Sachs has launched a new classification system to help investors analyze #crypto markets. #cryptocurrency #coinmetrics…
1589043925490495488,2022-11-05 23:56:09+00:00,1570562588253245441,"RT @RealCoreDao: Keep digging the raw #Gold (CORE), less than 38days for the process #Mining ...

#mainnet2022 certain to launch...

Like &amp;…"
1589043915432550400,2022-11-05 23:56:07+00:00,1490843118413004802,"RT @hajiyev_rashad: #Gold (XAUUSD, $1,681) finally broke an 8-month resistance and is headed towards $1,850 - 1,875 target... https://t.co/…"
1589043857488216065,2022-11-05 23:55:53+00:00,50641732,@NicklesJoseph @JohanLi05519042 @PeterSchiff The major diff between man made digital nothings and #gold #silver is the latter have uses in the real world. #btc and #crypto are nothing but a #pyramidscheme
1589043717889036288,2022-11-05 23:55:20+00:00,841631724039786496,Vintage Tag Heuer Profesional CK1121 Chronograph two tone Men's Quartz Watch https://t.co/RfSEGNaLQO #TAGHeuer #Watches | Goldsmiths #uk #gold #jewellery
1589043484937564160,2022-11-05 23:54:24+00:00,1178087360589975553,RT @BTCTN: #Goldman Sachs has launched a new classification system to help investors analyze #crypto markets. #cryptocurrency #coinmetrics…
1589043256847106048,2022-11-05 23:53:30+00:00,615506255,USD (Unplayable Sovereign Debt) is 666 dollars of #Gold for every man who has ever cried in the universe https://t.co/PGlZff590X
1589043132720873473,2022-11-05 23:53:00+00:00,3368032828,RT @SurfCity_Cycles: #gold just called the FED’s bluff. Good luck raising rates next year on $30Trillion in US debt. Surf called it. Did yo…
1589042950008602624,2022-11-05 23:52:16+00:00,1096850617081970690,RT @BTCTN: #Goldman Sachs has launched a new classification system to help investors analyze #crypto markets. #cryptocurrency #coinmetrics…
1589042904903086080,2022-11-05 23:52:06+00:00,1584770283222835202,#bitcoin #crypto #goldstandard #money #banking
1589042886146142209,2022-11-05 23:52:01+00:00,724013469901590531,"#GC1 / #ES1 If you've not bought physical #gold into the weakness, i'm afraid it's game over waiting for it to break $1600, ain't gonna happen. More importantly, expect #gold #gdx to outperform #spx in the upcoming 🎅 rally.

Yes, i'm jumping the gun here 😎 https://t.co/Bh0NfaO6jQ"
